title,session,authors,affiliations,pdf_url
HyperSegNAS: Bridging One-Shot Neural Architecture Search With 3D Medical Image Segmentation Using HyperNet,"Medical, Biological and Cell Microscopy","['Cheng Peng', 'Andriy Myronenko']",['JHU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Peng_HyperSegNAS_Bridging_One-Shot_Neural_Architecture_Search_With_3D_Medical_Image_CVPR_2022_paper.pdf
Incremental Cross-View Mutual Distillation for Self-Supervised Medical CT Synthesis,"Medical, Biological and Cell Microscopy","['Chaowei Fang', 'Liang Wang']",['Xidian'],https://openaccess.thecvf.com/content/CVPR2022/papers/Fang_Incremental_Cross-View_Mutual_Distillation_for_Self-Supervised_Medical_CT_Synthesis_CVPR_2022_paper.pdf
Learning Optimal K-Space Acquisition and Reconstruction Using Physics-Informed Neural Networks,"Medical, Biological and Cell Microscopy","['Wei Peng', 'Li Feng']",[' data-aff='],https://openaccess.thecvf.com/content/CVPR2022/papers/Peng_Learning_Optimal_K-Space_Acquisition_and_Reconstruction_Using_Physics-Informed_Neural_Networks_CVPR_2022_paper.pdf
M3T: Three-Dimensional Medical Image Classifier Using Multi-Plane and Multi-Slice Transformer,"Medical, Biological and Cell Microscopy","['Jinseong Jang', 'Dosik Hwang']",['Yonsei'],https://openaccess.thecvf.com/content/CVPR2022/papers/Jang_M3T_Three-Dimensional_Medical_Image_Classifier_Using_Multi-Plane_and_Multi-Slice_Transformer_CVPR_2022_paper.pdf
Multi-Marginal Contrastive Learning for Multi-Label Subcellular Protein Localization,"Medical, Biological and Cell Microscopy","['Ziyi Liu', 'Zengmao Wang']",['WHU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Liu_Multi-Marginal_Contrastive_Learning_for_Multi-Label_Subcellular_Protein_Localization_CVPR_2022_paper.pdf
Multimodal Dynamics: Dynamical Fusion for Trustworthy Multimodal Classification,"Medical, Biological and Cell Microscopy","['Zongbo Han', 'Fan Yang']",['Tianjin'],https://openaccess.thecvf.com/content/CVPR2022/papers/Han_Multimodal_Dynamics_Dynamical_Fusion_for_Trustworthy_Multimodal_Classification_CVPR_2022_paper.pdf
NODEO: A Neural Ordinary Differential Equation Based Optimization Framework for Deformable Image Registration,"Medical, Biological and Cell Microscopy","['Yifan Wu', 'Tom Z. Jiahao']",['UPenn'],https://openaccess.thecvf.com/content/CVPR2022/papers/Wu_NODEO_A_Neural_Ordinary_Differential_Equation_Based_Optimization_Framework_for_CVPR_2022_paper.pdf
Self-Supervised Bulk Motion Artifact Removal in Optical Coherence Tomography Angiography,"Medical, Biological and Cell Microscopy","['Jiaxiang Ren', 'Kicheon Park']",[' data-aff='],https://openaccess.thecvf.com/content/CVPR2022/papers/Ren_Self-Supervised_Bulk_Motion_Artifact_Removal_in_Optical_Coherence_Tomography_Angiography_CVPR_2022_paper.pdf
Self-Supervised Pre-Training of Swin Transformers for 3D Medical Image Analysis,"Medical, Biological and Cell Microscopy","['Yucheng Tang', 'Dong Yang']",['Vanderbilt'],https://openaccess.thecvf.com/content/CVPR2022/papers/Tang_Self-Supervised_Pre-Training_of_Swin_Transformers_for_3D_Medical_Image_Analysis_CVPR_2022_paper.pdf
SMPL-A: Modeling Person-Specific Deformable Anatomy,"Medical, Biological and Cell Microscopy","['Hengtao Guo', 'Benjamin Planche']",[' data-aff='],https://openaccess.thecvf.com/content/CVPR2022/papers/Guo_SMPL-A_Modeling_Person-Specific_Deformable_Anatomy_CVPR_2022_paper.pdf
Surpassing the Human Accuracy: Detecting Gallbladder Cancer From USG Images With Curriculum Learning,"Medical, Biological and Cell Microscopy","['Soumen Basu', 'Mayank Gupta']",['IIT'],https://openaccess.thecvf.com/content/CVPR2022/papers/Basu_Surpassing_the_Human_Accuracy_Detecting_Gallbladder_Cancer_From_USG_Images_CVPR_2022_paper.pdf
Synthetic Generation of Face Videos With Plethysmograph Physiology,"Medical, Biological and Cell Microscopy","['Zhen Wang', 'Yunhao Ba']",['UCLA'],https://openaccess.thecvf.com/content/CVPR2022/papers/Wang_Synthetic_Generation_of_Face_Videos_With_Plethysmograph_Physiology_CVPR_2022_paper.pdf
Topology-Preserving Shape Reconstruction and Registration via Neural Diffeomorphic Flow,"Medical, Biological and Cell Microscopy","['Shanlin Sun', 'Kun Han']",['UCI'],https://openaccess.thecvf.com/content/CVPR2022/papers/Sun_Topology-Preserving_Shape_Reconstruction_and_Registration_via_Neural_Diffeomorphic_Flow_CVPR_2022_paper.pdf
Towards Low-Cost and Efficient Malaria Detection,"Medical, Biological and Cell Microscopy","['Waqas Sultani', 'Wajahat Nawaz']",[' data-aff='],https://openaccess.thecvf.com/content/CVPR2022/papers/Sultani_Towards_Low-Cost_and_Efficient_Malaria_Detection_CVPR_2022_paper.pdf
Transformer-Empowered Multi-Scale Contextual Matching and Aggregation for Multi-Contrast MRI Super-Resolution,"Medical, Biological and Cell Microscopy","['Guangyuan Li', 'Jun Lv']",[' data-aff='],https://openaccess.thecvf.com/content/CVPR2022/papers/Li_Transformer-Empowered_Multi-Scale_Contextual_Matching_and_Aggregation_for_Multi-Contrast_MRI_Super-Resolution_CVPR_2022_paper.pdf
Vox2Cortex: Fast Explicit Reconstruction of Cortical Surfaces From 3D MRI Scans With Geometric Deep Neural Networks,"Medical, Biological and Cell Microscopy","['Fabian Bongratz', 'Anne-Marie Rickmann']",['TUM'],https://openaccess.thecvf.com/content/CVPR2022/papers/Bongratz_Vox2Cortex_Fast_Explicit_Reconstruction_of_Cortical_Surfaces_From_3D_MRI_CVPR_2022_paper.pdf
Which Images To Label for Few-Shot Medical Landmark Detection?,"Medical, Biological and Cell Microscopy","['Quan Quan', 'Qingsong Yao']",['CAS'],https://openaccess.thecvf.com/content/CVPR2022/papers/Quan_Which_Images_To_Label_for_Few-Shot_Medical_Landmark_Detection_CVPR_2022_paper.pdf
Adaptive Trajectory Prediction via Transferable GNN,Motion & Tracking,"['Yi Xu', 'Lichen Wang']",['NU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Xu_Adaptive_Trajectory_Prediction_via_Transferable_GNN_CVPR_2022_paper.pdf
Adiabatic Quantum Computing for Multi Object Tracking,Motion & Tracking,"['Jan-Nico Zaech', 'Alexander Liniger']",['ETHZ'],https://openaccess.thecvf.com/content/CVPR2022/papers/Zaech_Adiabatic_Quantum_Computing_for_Multi_Object_Tracking_CVPR_2022_paper.pdf
ATPFL: Automatic Trajectory Prediction Model Design Under Federated Learning Framework,Motion & Tracking,"['Chunnan Wang', 'Xiang Chen']",['HIT'],https://openaccess.thecvf.com/content/CVPR2022/papers/Wang_ATPFL_Automatic_Trajectory_Prediction_Model_Design_Under_Federated_Learning_Framework_CVPR_2022_paper.pdf
CaDeX: Learning Canonical Deformation Coordinate Space for Dynamic Surface Representation via Neural Homeomorphism,Motion & Tracking,"['Jiahui Lei', 'Kostas Daniilidis']",['UPenn'],https://openaccess.thecvf.com/content/CVPR2022/papers/Lei_CaDeX_Learning_Canonical_Deformation_Coordinate_Space_for_Dynamic_Surface_Representation_CVPR_2022_paper.pdf
Convolutions for Spatial Interaction Modeling,Motion & Tracking,"['Zhaoen Su', 'Chao Wang']",['Aurora'],https://openaccess.thecvf.com/content/CVPR2022/papers/Su_Convolutions_for_Spatial_Interaction_Modeling_CVPR_2022_paper.pdf
Correlation-Aware Deep Tracking,Motion & Tracking,"['Fei Xie', 'Chunyu Wang']",['SEU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Xie_Correlation-Aware_Deep_Tracking_CVPR_2022_paper.pdf
DIP: Deep Inverse Patchmatch for High-Resolution Optical Flow,Motion & Tracking,"['Zihua Zheng', 'Ni Nie']",['Megvii'],https://openaccess.thecvf.com/content/CVPR2022/papers/Zheng_DIP_Deep_Inverse_Patchmatch_for_High-Resolution_Optical_Flow_CVPR_2022_paper.pdf
"Forward Propagation, Backward Regression, and Pose Association for Hand Tracking in the Wild",Motion & Tracking,"['Mingzhen Huang', 'Supreeth Narasimhaswamy']",['SBU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Huang_Forward_Propagation_Backward_Regression_and_Pose_Association_for_Hand_Tracking_CVPR_2022_paper.pdf
Global Tracking Transformers,Motion & Tracking,"['Xingyi Zhou', 'Tianwei Yin']",['UT'],https://openaccess.thecvf.com/content/CVPR2022/papers/Zhou_Global_Tracking_Transformers_CVPR_2022_paper.pdf
Global Tracking via Ensemble of Local Trackers,Motion & Tracking,"['Zikun Zhou', 'Jianqiu Chen']",['HIT'],https://openaccess.thecvf.com/content/CVPR2022/papers/Zhou_Global_Tracking_via_Ensemble_of_Local_Trackers_CVPR_2022_paper.pdf
GroupNet: Multiscale Hypergraph Neural Networks for Trajectory Prediction With Relational Reasoning,Motion & Tracking,"['Chenxin Xu', 'Maosen Li']",['SJTU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Xu_GroupNet_Multiscale_Hypergraph_Neural_Networks_for_Trajectory_Prediction_With_Relational_CVPR_2022_paper.pdf
HiVT: Hierarchical Vector Transformer for Multi-Agent Motion Prediction,Motion & Tracking,"['Zikang Zhou', 'Luyao Ye']",['CityU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Zhou_HiVT_Hierarchical_Vector_Transformer_for_Multi-Agent_Motion_Prediction_CVPR_2022_paper.pdf
How Many Observations Are Enough? Knowledge Distillation for Trajectory Forecasting,Motion & Tracking,"['Alessio Monti', 'Angelo Porrello']",[' data-aff='],https://openaccess.thecvf.com/content/CVPR2022/papers/Monti_How_Many_Observations_Are_Enough_Knowledge_Distillation_for_Trajectory_Forecasting_CVPR_2022_paper.pdf
Human Trajectory Prediction With Momentary Observation,Motion & Tracking,"['Jianhua Sun', 'Yuxuan Li']",['SJTU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Sun_Human_Trajectory_Prediction_With_Momentary_Observation_CVPR_2022_paper.pdf
Learning of Global Objective for Network Flow in Multi-Object Tracking,Motion & Tracking,"['Shuai Li', 'Yu Kong']",['RIT'],https://openaccess.thecvf.com/content/CVPR2022/papers/Li_Learning_of_Global_Objective_for_Network_Flow_in_Multi-Object_Tracking_CVPR_2022_paper.pdf
Learning Optical Flow With Kernel Patch Attention,Motion & Tracking,"['Ao Luo', 'Fan Yang']",['Megvii'],https://openaccess.thecvf.com/content/CVPR2022/papers/Luo_Learning_Optical_Flow_With_Kernel_Patch_Attention_CVPR_2022_paper.pdf
Learning Pixel Trajectories With Multiscale Contrastive Random Walks,Motion & Tracking,"['Zhangxing Bian', 'Allan Jabri']",['UM'],https://openaccess.thecvf.com/content/CVPR2022/papers/Bian_Learning_Pixel_Trajectories_With_Multiscale_Contrastive_Random_Walks_CVPR_2022_paper.pdf
LMGP: Lifted Multicut Meets Geometry Projections for Multi-Camera Multi-Object Tracking,Motion & Tracking,"['Duy M. H. Nguyen', 'Roberto Henschel']",['MPII'],https://openaccess.thecvf.com/content/CVPR2022/papers/Nguyen_LMGP_Lifted_Multicut_Meets_Geometry_Projections_for_Multi-Camera_Multi-Object_Tracking_CVPR_2022_paper.pdf
Locality-Aware Inter- and Intra-Video Reconstruction for Self-Supervised Correspondence Learning,Motion & Tracking,"['Liulei Li', 'Tianfei Zhou']",['BIT'],https://openaccess.thecvf.com/content/CVPR2022/papers/Li_Locality-Aware_Inter-_and_Intra-Video_Reconstruction_for_Self-Supervised_Correspondence_Learning_CVPR_2022_paper.pdf
M2I: From Factored Marginal Trajectory Prediction to Interactive Prediction,Motion & Tracking,"['Qiao Sun', 'Xin Huang']",['THU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Sun_M2I_From_Factored_Marginal_Trajectory_Prediction_to_Interactive_Prediction_CVPR_2022_paper.pdf
MotionAug: Augmentation With Physical Correction for Human Motion Prediction,Motion & Tracking,"['Takahiro Maeda', 'Norimichi Ukita']",['TTI'],https://openaccess.thecvf.com/content/CVPR2022/papers/Maeda_MotionAug_Augmentation_With_Physical_Correction_for_Human_Motion_Prediction_CVPR_2022_paper.pdf
Motron: Multimodal Probabilistic Human Motion Forecasting,Motion & Tracking,"['Tim Salzmann', 'Marco Pavone']",['TUM'],https://openaccess.thecvf.com/content/CVPR2022/papers/Salzmann_Motron_Multimodal_Probabilistic_Human_Motion_Forecasting_CVPR_2022_paper.pdf
Multi-Object Tracking Meets Moving UAV,Motion & Tracking,"['Shuai Liu', 'Xin Li']",['DUT'],https://openaccess.thecvf.com/content/CVPR2022/papers/Liu_Multi-Object_Tracking_Meets_Moving_UAV_CVPR_2022_paper.pdf
Neural Inertial Localization,Motion & Tracking,"['Sachini Herath', 'David Caruso']",['SFU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Herath_Neural_Inertial_Localization_CVPR_2022_paper.pdf
Neural MoCon: Neural Motion Control for Physically Plausible Human Motion Capture,Motion & Tracking,"['Buzhen Huang', 'Liang Pan']",['SEU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Huang_Neural_MoCon_Neural_Motion_Control_for_Physically_Plausible_Human_Motion_CVPR_2022_paper.pdf
Neural Prior for Trajectory Estimation,Motion & Tracking,"['Chaoyang Wang', 'Xueqian Li']",['CMU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Wang_Neural_Prior_for_Trajectory_Estimation_CVPR_2022_paper.pdf
Non-Probability Sampling Network for Stochastic Human Trajectory Prediction,Motion & Tracking,"['Inhwan Bae', 'Jin-Hwi Park']",['GIST'],https://openaccess.thecvf.com/content/CVPR2022/papers/Bae_Non-Probability_Sampling_Network_for_Stochastic_Human_Trajectory_Prediction_CVPR_2022_paper.pdf
Probabilistic Warp Consistency for Weakly-Supervised Semantic Correspondences,Motion & Tracking,"['Prune Truong', 'Martin Danelljan']",['ETHZ'],https://openaccess.thecvf.com/content/CVPR2022/papers/Truong_Probabilistic_Warp_Consistency_for_Weakly-Supervised_Semantic_Correspondences_CVPR_2022_paper.pdf
Progressively Generating Better Initial Guesses Towards Next Stages for High-Quality Human Motion Prediction,Motion & Tracking,"['Tiezheng Ma', 'Yongwei Nie']",['SCUT'],https://openaccess.thecvf.com/content/CVPR2022/papers/Ma_Progressively_Generating_Better_Initial_Guesses_Towards_Next_Stages_for_High-Quality_CVPR_2022_paper.pdf
Ranking-Based Siamese Visual Tracking,Motion & Tracking,"['Feng Tang', 'Qiang Ling']",['USTC'],https://openaccess.thecvf.com/content/CVPR2022/papers/Tang_Ranking-Based_Siamese_Visual_Tracking_CVPR_2022_paper.pdf
Remember Intentions: Retrospective-Memory-Based Trajectory Prediction,Motion & Tracking,"['Chenxin Xu', 'Weibo Mao']",['SJTU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Xu_Remember_Intentions_Retrospective-Memory-Based_Trajectory_Prediction_CVPR_2022_paper.pdf
RIO: Rotation-Equivariance Supervised Learning of Robust Inertial Odometry,Motion & Tracking,"['Xiya Cao', 'Caifa Zhou']",['Huawei'],https://openaccess.thecvf.com/content/CVPR2022/papers/Cao_RIO_Rotation-Equivariance_Supervised_Learning_of_Robust_Inertial_Odometry_CVPR_2022_paper.pdf
Spatio-Temporal Gating-Adjacency GCN for Human Motion Prediction,Motion & Tracking,"['Chongyang Zhong', 'Lei Hu']",['CAS'],https://openaccess.thecvf.com/content/CVPR2022/papers/Zhong_Spatio-Temporal_Gating-Adjacency_GCN_for_Human_Motion_Prediction_CVPR_2022_paper.pdf
Spiking Transformers for Event-Based Single Object Tracking,Motion & Tracking,"['Jiqing Zhang', 'Bo Dong']",['DUT'],https://openaccess.thecvf.com/content/CVPR2022/papers/Zhang_Spiking_Transformers_for_Event-Based_Single_Object_Tracking_CVPR_2022_paper.pdf
Style-ERD: Responsive and Coherent Online Motion Style Transfer,Motion & Tracking,"['Tianxin Tao', 'Xiaohang Zhan']",['UBC'],https://openaccess.thecvf.com/content/CVPR2022/papers/Tao_Style-ERD_Responsive_and_Coherent_Online_Motion_Style_Transfer_CVPR_2022_paper.pdf
Towards Discriminative Representation: Multi-View Trajectory Contrastive Learning for Online Multi-Object Tracking,Motion & Tracking,"['En Yu', 'Zhuoling Li']",['HUST'],https://openaccess.thecvf.com/content/CVPR2022/papers/Yu_Towards_Discriminative_Representation_Multi-View_Trajectory_Contrastive_Learning_for_Online_Multi-Object_CVPR_2022_paper.pdf
Towards Understanding Adversarial Robustness of Optical Flow Networks,Motion & Tracking,"['Simon Schrodi', 'Tonmoy Saikia']",['UoF'],https://openaccess.thecvf.com/content/CVPR2022/papers/Schrodi_Towards_Understanding_Adversarial_Robustness_of_Optical_Flow_Networks_CVPR_2022_paper.pdf
TrackFormer: Multi-Object Tracking With Transformers,Motion & Tracking,"['Tim Meinhardt', 'Alexander Kirillov']",['TUM'],https://openaccess.thecvf.com/content/CVPR2022/papers/Meinhardt_TrackFormer_Multi-Object_Tracking_With_Transformers_CVPR_2022_paper.pdf
TransforMatcher: Match-to-Match Attention for Semantic Correspondence,Motion & Tracking,"['Seungwook Kim', 'Juhong Min']",['POSTECH'],https://openaccess.thecvf.com/content/CVPR2022/papers/Kim_TransforMatcher_Match-to-Match_Attention_for_Semantic_Correspondence_CVPR_2022_paper.pdf
Transformer Tracking With Cyclic Shifting Window Attention,Motion & Tracking,"['Zikai Song', 'Junqing Yu']",['HUST'],https://openaccess.thecvf.com/content/CVPR2022/papers/Song_Transformer_Tracking_With_Cyclic_Shifting_Window_Attention_CVPR_2022_paper.pdf
Transforming Model Prediction for Tracking,Motion & Tracking,"['Christoph Mayer', 'Martin Danelljan']",['ETHZ'],https://openaccess.thecvf.com/content/CVPR2022/papers/Mayer_Transforming_Model_Prediction_for_Tracking_CVPR_2022_paper.pdf
Unified Transformer Tracker for Object Tracking,Motion & Tracking,"['Fan Ma', 'Mike Zheng Shou']",['UTS'],https://openaccess.thecvf.com/content/CVPR2022/papers/Ma_Unified_Transformer_Tracker_for_Object_Tracking_CVPR_2022_paper.pdf
Unsupervised Domain Adaptation for Nighttime Aerial Tracking,Motion & Tracking,"['Junjie Ye', 'Changhong Fu']",['Tongji'],https://openaccess.thecvf.com/content/CVPR2022/papers/Ye_Unsupervised_Domain_Adaptation_for_Nighttime_Aerial_Tracking_CVPR_2022_paper.pdf
Visible-Thermal UAV Tracking: A Large-Scale Benchmark and New Baseline,Motion & Tracking,"['Pengyu Zhang', 'Jie Zhao']",['DUT'],https://openaccess.thecvf.com/content/CVPR2022/papers/Zhang_Visible-Thermal_UAV_Tracking_A_Large-Scale_Benchmark_and_New_Baseline_CVPR_2022_paper.pdf
Whose Track Is It Anyway? Improving Robustness to Tracking Errors With Affinity-Based Trajectory Prediction,Motion & Tracking,"['Xinshuo Weng', 'Boris Ivanovic']",['CMU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Weng_Whose_Track_Is_It_Anyway_Improving_Robustness_to_Tracking_Errors_CVPR_2022_paper.pdf
Audio-Visual Speech Codecs: Rethinking Audio-Visual Speech Enhancement by Re-Synthesis,"Motion, Tracking, Registration, Vision & X, and Theory","['Karren Yang', 'Dejan Markovi\\u0107']",['MIT'],https://openaccess.thecvf.com/content/CVPR2022/papers/Yang_Audio-Visual_Speech_Codecs_Rethinking_Audio-Visual_Speech_Enhancement_by_Re-Synthesis_CVPR_2022_paper.pdf
Balanced Multimodal Learning via On-the-Fly Gradient Modulation,"Motion, Tracking, Registration, Vision & X, and Theory","['Xiaokang Peng', 'Yake Wei']",['RUC'],https://openaccess.thecvf.com/content/CVPR2022/papers/Peng_Balanced_Multimodal_Learning_via_On-the-Fly_Gradient_Modulation_CVPR_2022_paper.pdf
Beyond 3D Siamese Tracking: A Motion-Centric Paradigm for 3D Single Object Tracking in Point Clouds,"Motion, Tracking, Registration, Vision & X, and Theory","['Chaoda Zheng', 'Xu Yan']",['CUHK'],https://openaccess.thecvf.com/content/CVPR2022/papers/Zheng_Beyond_3D_Siamese_Tracking_A_Motion-Centric_Paradigm_for_3D_Single_CVPR_2022_paper.pdf
Context-Aware Sequence Alignment Using 4D Skeletal Augmentation,"Motion, Tracking, Registration, Vision & X, and Theory","['Taein Kwon', 'Bugra Tekin']",['ETHZ'],https://openaccess.thecvf.com/content/CVPR2022/papers/Kwon_Context-Aware_Sequence_Alignment_Using_4D_Skeletal_Augmentation_CVPR_2022_paper.pdf
Enabling Equivariance for Arbitrary Lie Groups,"Motion, Tracking, Registration, Vision & X, and Theory","['Lachlan E. MacDonald', 'Sameera Ramasinghe']",['AIML'],https://openaccess.thecvf.com/content/CVPR2022/papers/MacDonald_Enabling_Equivariance_for_Arbitrary_Lie_Groups_CVPR_2022_paper.pdf
GMFlow: Learning Optical Flow via Global Matching,"Motion, Tracking, Registration, Vision & X, and Theory","['Haofei Xu', 'Jing Zhang']",['Monash'],https://openaccess.thecvf.com/content/CVPR2022/papers/Xu_GMFlow_Learning_Optical_Flow_via_Global_Matching_CVPR_2022_paper.pdf
GridShift: A Faster Mode-Seeking Algorithm for Image Segmentation and Object Tracking,"Motion, Tracking, Registration, Vision & X, and Theory","['Abhishek Kumar', 'Oladayo S. Ajani']",['KNU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Kumar_GridShift_A_Faster_Mode-Seeking_Algorithm_for_Image_Segmentation_and_Object_CVPR_2022_paper.pdf
MeMOT: Multi-Object Tracking With Memory,"Motion, Tracking, Registration, Vision & X, and Theory","['Jiarui Cai', 'Mingze Xu']",['UW'],https://openaccess.thecvf.com/content/CVPR2022/papers/Cai_MeMOT_Multi-Object_Tracking_With_Memory_CVPR_2022_paper.pdf
Multi-Objective Diverse Human Motion Prediction With Knowledge Distillation,"Motion, Tracking, Registration, Vision & X, and Theory","['Hengbo Ma', 'Jiachen Li']",['HRI'],https://openaccess.thecvf.com/content/CVPR2022/papers/Ma_Multi-Objective_Diverse_Human_Motion_Prediction_With_Knowledge_Distillation_CVPR_2022_paper.pdf
RAMA: A Rapid Multicut Algorithm on GPU,"Motion, Tracking, Registration, Vision & X, and Theory","['Ahmed Abbas', 'Paul Swoboda']",['MPII'],https://openaccess.thecvf.com/content/CVPR2022/papers/Abbas_RAMA_A_Rapid_Multicut_Algorithm_on_GPU_CVPR_2022_paper.pdf
RCP: Recurrent Closest Point for Point Cloud,"Motion, Tracking, Registration, Vision & X, and Theory","['Xiaodong Gu', 'Chengzhou Tang']",['Alibaba'],https://openaccess.thecvf.com/content/CVPR2022/papers/Gu_RCP_Recurrent_Closest_Point_for_Point_Cloud_CVPR_2022_paper.pdf
Self-Supervised Material and Texture Representation Learning for Remote Sensing Tasks,"Motion, Tracking, Registration, Vision & X, and Theory","['Peri Akiva', 'Matthew Purri']",['Rutgers'],https://openaccess.thecvf.com/content/CVPR2022/papers/Akiva_Self-Supervised_Material_and_Texture_Representation_Learning_for_Remote_Sensing_Tasks_CVPR_2022_paper.pdf
SNUG: Self-Supervised Neural Dynamic Garments,"Motion, Tracking, Registration, Vision & X, and Theory","['Igor Santesteban', 'Miguel A. Otaduy']",['URJC'],https://openaccess.thecvf.com/content/CVPR2022/papers/Santesteban_SNUG_Self-Supervised_Neural_Dynamic_Garments_CVPR_2022_paper.pdf
Unsupervised Learning of Accurate Siamese Tracking,"Motion, Tracking, Registration, Vision & X, and Theory","['Qiuhong Shen', 'Lei Qiao']",['HIT'],https://openaccess.thecvf.com/content/CVPR2022/papers/Shen_Unsupervised_Learning_of_Accurate_Siamese_Tracking_CVPR_2022_paper.pdf
Weakly-Supervised Action Transition Learning for Stochastic Human Motion Prediction,"Motion, Tracking, Registration, Vision & X, and Theory","['Wei Mao', 'Miaomiao Liu']",['ANU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Mao_Weakly-Supervised_Action_Transition_Learning_for_Stochastic_Human_Motion_Prediction_CVPR_2022_paper.pdf
3D-VField: Adversarial Augmentation of Point Clouds for Domain Generalization in 3D Object Detection,Navigation & Autonomous Driving,"['Alexander Lehner', 'Stefano Gasperini']",['TUM'],https://openaccess.thecvf.com/content/CVPR2022/papers/Lehner_3D-VField_Adversarial_Augmentation_of_Point_Clouds_for_Domain_Generalization_in_CVPR_2022_paper.pdf
A Versatile Multi-View Framework for LiDAR-Based 3D Object Detection With Guidance From Panoptic Segmentation,Navigation & Autonomous Driving,"['Hamidreza Fazlali', 'Yixuan Xu']",['HNAL'],https://openaccess.thecvf.com/content/CVPR2022/papers/Fazlali_A_Versatile_Multi-View_Framework_for_LiDAR-Based_3D_Object_Detection_With_CVPR_2022_paper.pdf
BE-STI: Spatial-Temporal Integrated Network for Class-Agnostic Motion Prediction With Bidirectional Enhancement,Navigation & Autonomous Driving,"['Yunlong Wang', 'Hongyu Pan']",['Alibaba'],https://openaccess.thecvf.com/content/CVPR2022/papers/Wang_BE-STI_Spatial-Temporal_Integrated_Network_for_Class-Agnostic_Motion_Prediction_With_Bidirectional_CVPR_2022_paper.pdf
Coopernaut: End-to-End Driving With Cooperative Perception for Networked Vehicles,Navigation & Autonomous Driving,"['Jiaxun Cui', 'Hang Qiu']",['UT'],https://openaccess.thecvf.com/content/CVPR2022/papers/Cui_Coopernaut_End-to-End_Driving_With_Cooperative_Perception_for_Networked_Vehicles_CVPR_2022_paper.pdf
Coupling Vision and Proprioception for Navigation of Legged Robots,Navigation & Autonomous Driving,"['Zipeng Fu', 'Ashish Kumar']",['CMU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Fu_Coupling_Vision_and_Proprioception_for_Navigation_of_Legged_Robots_CVPR_2022_paper.pdf
CrossLoc: Scalable Aerial Localization Assisted by Multimodal Synthetic Data,Navigation & Autonomous Driving,"['Qi Yan', 'Jianhao Zheng']",['EPFL'],https://openaccess.thecvf.com/content/CVPR2022/papers/Yan_CrossLoc_Scalable_Aerial_Localization_Assisted_by_Multimodal_Synthetic_Data_CVPR_2022_paper.pdf
DeepFusion: Lidar-Camera Deep Fusion for Multi-Modal 3D Object Detection,Navigation & Autonomous Driving,"['Yingwei Li', 'Adams Wei Yu']",['JHU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Li_DeepFusion_Lidar-Camera_Deep_Fusion_for_Multi-Modal_3D_Object_Detection_CVPR_2022_paper.pdf
Efficient Large-Scale Localization by Global Instance Recognition,Navigation & Autonomous Driving,"['Fei Xue', 'Ignas Budvytis']",['Cambridge'],https://openaccess.thecvf.com/content/CVPR2022/papers/Xue_Efficient_Large-Scale_Localization_by_Global_Instance_Recognition_CVPR_2022_paper.pdf
Eigenlanes: Data-Driven Lane Descriptors for Structurally Diverse Lanes,Navigation & Autonomous Driving,"['Dongkwon Jin', 'Wonhui Park']",['KU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Jin_Eigenlanes_Data-Driven_Lane_Descriptors_for_Structurally_Diverse_Lanes_CVPR_2022_paper.pdf
Exploiting Temporal Relations on Radar Perception for Autonomous Driving,Navigation & Autonomous Driving,"['Peizhao Li', 'Pu Wang']",['Brandeis'],https://openaccess.thecvf.com/content/CVPR2022/papers/Li_Exploiting_Temporal_Relations_on_Radar_Perception_for_Autonomous_Driving_CVPR_2022_paper.pdf
Forecasting From LiDAR via Future Object Detection,Navigation & Autonomous Driving,"['Neehar Peri', 'Jonathon Luiten']",['CMU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Peri_Forecasting_From_LiDAR_via_Future_Object_Detection_CVPR_2022_paper.pdf
Generating Useful Accident-Prone Driving Scenarios via a Learned Traffic Prior,Navigation & Autonomous Driving,"['Davis Rempe', 'Jonah Philion']",['Stanford'],https://openaccess.thecvf.com/content/CVPR2022/papers/Rempe_Generating_Useful_Accident-Prone_Driving_Scenarios_via_a_Learned_Traffic_Prior_CVPR_2022_paper.pdf
Is Mapping Necessary for Realistic PointGoal Navigation?,Navigation & Autonomous Driving,"['Ruslan Partsey', 'Erik Wijmans']",['UCU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Partsey_Is_Mapping_Necessary_for_Realistic_PointGoal_Navigation_CVPR_2022_paper.pdf
